label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10,z11,z12,z13,z14,z15,z16,z17,z18,z19,z20
0,0.818793535232544,0.8415118455886841,4.421460175763059e-07,0.7355820536613464,0.7838011980056763,-0.036309752613306046,0.6660865545272827,0.7043938040733337,-0.062462206929922104,0.6183124780654907,0.6365499496459961,-0.08655592054128647,0.5764846801757812,0.5737172365188599,-0.11078698933124542,0.7388932108879089,0.5330836772918701,-0.03705065697431564,0.7038658857345581,0.41544777154922485,-0.06947014480829239,0.6800626516342163,0.3487895429134369,-0.09664355963468552,0.6593027114868164,0.28616413474082947,-0.11645849794149399,0.7914051413536072,0.5209317803382874,-0.04498422145843506,0.7762823700904846,0.3753332495689392,-0.07205858081579208,0.7635042667388916,0.2862883508205414,-0.0950392633676529,0.7510318756103516,0.2097250521183014,-0.11229900270700455,0.8409895896911621,0.541953444480896,-0.058405984193086624,0.8439791798591614,0.40682607889175415,-0.08565142005681992,0.8414183259010315,0.321086049079895,-0.10257529467344284,0.835956335067749,0.2446955144405365,-0.11483868956565857,0.8876035809516907,0.5854771137237549,-0.07533816993236542,0.8977271914482117,0.4853907823562622,-0.09851682186126709,0.9002624750137329,0.4182778298854828,-0.10637841373682022,0.8988538980484009,0.3556855022907257,-0.11182738095521927
0,0.8209860324859619,0.841865062713623,4.31184815852248e-07,0.7369139194488525,0.7831463813781738,-0.03515090420842171,0.667304277420044,0.7021814584732056,-0.060545675456523895,0.6198835372924805,0.6338861584663391,-0.08419696986675262,0.5768125653266907,0.5725937485694885,-0.10817958414554596,0.7404942512512207,0.5325773358345032,-0.03538292273879051,0.7054116129875183,0.41465720534324646,-0.06774541735649109,0.6817137002944946,0.34768345952033997,-0.09525709599256516,0.6608155369758606,0.284769743680954,-0.1154053658246994,0.7935495972633362,0.5206036567687988,-0.044120222330093384,0.7788939476013184,0.3760020136833191,-0.07086383551359177,0.7660953998565674,0.2870771586894989,-0.09434740990400314,0.7534188628196716,0.21013841032981873,-0.11217375099658966,0.8434456586837769,0.541721761226654,-0.05829306319355965,0.8460655212402344,0.40808379650115967,-0.08516397327184677,0.843546450138092,0.32224148511886597,-0.10210733860731125,0.8382078409194946,0.24484825134277344,-0.11465644836425781,0.890171468257904,0.5854023694992065,-0.07595016062259674,0.9000719785690308,0.4863783121109009,-0.09880991280078888,0.9028576612472534,0.41940683126449585,-0.1064084991812706,0.9018134474754333,0.35657331347465515,-0.11184357851743698
0,0.8220305442810059,0.8415534496307373,4.3373415792302694e-07,0.7375862002372742,0.7831504344940186,-0.03503158316016197,0.6675923466682434,0.7009309530258179,-0.06032365560531616,0.6203344464302063,0.6317411661148071,-0.0838739201426506,0.5773543119430542,0.5701524615287781,-0.1077515259385109,0.7412469387054443,0.5313695073127747,-0.03526291251182556,0.7058805227279663,0.4136110246181488,-0.0674239918589592,0.6823075413703918,0.3470536172389984,-0.09480581432580948,0.6614859104156494,0.2844947874546051,-0.11486421525478363,0.7946029901504517,0.5190237164497375,-0.043826788663864136,0.7795434594154358,0.3747234046459198,-0.07069152593612671,0.7666150331497192,0.28599825501441956,-0.09419608861207962,0.7537630200386047,0.2092624008655548,-0.11196636408567429,0.844618558883667,0.539923369884491,-0.05777974799275398,0.8468612432479858,0.40659812092781067,-0.08462661504745483,0.8439363837242126,0.3215072453022003,-0.10148695111274719,0.8381466865539551,0.24484893679618835,-0.11389768868684769,0.8913034200668335,0.583156406879425,-0.07519704103469849,0.9009982347488403,0.48383307456970215,-0.09790121018886566,0.9031829833984375,0.4171680808067322,-0.10549522936344147,0.9015700817108154,0.35464197397232056,-0.11087815463542938
0,0.8221278786659241,0.8430569171905518,4.3055985088358284e-07,0.7375033497810364,0.7839850783348083,-0.03513393551111221,0.6673988103866577,0.7012633085250854,-0.06038824841380119,0.6201443076133728,0.631557047367096,-0.08391071856021881,0.5773458480834961,0.5695565938949585,-0.1077379584312439,0.7410658597946167,0.5319967269897461,-0.03477493301033974,0.7056314945220947,0.4143637418746948,-0.06713013350963593,0.6820341348648071,0.34750896692276,-0.09469524770975113,0.6613709926605225,0.284626841545105,-0.11492260545492172,0.7945505380630493,0.5196049213409424,-0.0433369055390358,0.7796978950500488,0.3755090832710266,-0.07072526961565018,0.7669471502304077,0.28647908568382263,-0.09464715421199799,0.754181981086731,0.20919913053512573,-0.11267462372779846,0.8444256782531738,0.5403719544410706,-0.05735925957560539,0.847553551197052,0.40714192390441895,-0.08486416190862656,0.8448855876922607,0.32163554430007935,-0.10228573530912399,0.8390688896179199,0.24480527639389038,-0.1149800643324852,0.8909794688224792,0.5835639238357544,-0.07481992989778519,0.9012091159820557,0.484569251537323,-0.09807288646697998,0.903332531452179,0.41769248247146606,-0.1061411201953888,0.9013221263885498,0.35497692227363586,-0.11183378100395203
0,0.8227001428604126,0.8381819725036621,4.2174656300630886e-07,0.7400599718093872,0.7809239625930786,-0.03403439000248909,0.6699437499046326,0.6995770931243896,-0.05781197175383568,0.621995210647583,0.6311712265014648,-0.07991832494735718,0.5796398520469666,0.5709052681922913,-0.10218449681997299,0.7425143718719482,0.5300198793411255,-0.03247502073645592,0.7082508206367493,0.41300469636917114,-0.06271442770957947,0.6846972703933716,0.34646397829055786,-0.08879805356264114,0.6639694571495056,0.28404322266578674,-0.10800892859697342,0.7953141927719116,0.5168507099151611,-0.040691815316677094,0.7811645269393921,0.3725872039794922,-0.06489396095275879,0.768574059009552,0.2850988805294037,-0.08641497790813446,0.7562240362167358,0.21019509434700012,-0.10297397524118423,0.8453561067581177,0.536427915096283,-0.054318562150001526,0.8483878374099731,0.4029405117034912,-0.0785544142127037,0.8455499410629272,0.31868454813957214,-0.09378044307231903,0.8401454091072083,0.2433435320854187,-0.10540004819631577,0.892159640789032,0.5785795450210571,-0.07152851670980453,0.9020015597343445,0.4803081154823303,-0.09197631478309631,0.9046960473060608,0.4144573211669922,-0.09828319400548935,0.9040129780769348,0.35291606187820435,-0.10299017280340195
0,0.8223655819892883,0.8378469347953796,4.1907827608156367e-07,0.7392969727516174,0.779796838760376,-0.03465978056192398,0.670602023601532,0.6984591484069824,-0.059304703027009964,0.6236684322357178,0.6302787065505981,-0.08211050927639008,0.5810825824737549,0.5682851672172546,-0.10532785207033157,0.7445855736732483,0.5298488736152649,-0.03559761121869087,0.7095497250556946,0.41220182180404663,-0.0678027793765068,0.6858418583869934,0.34530678391456604,-0.09496545791625977,0.6655275821685791,0.28266891837120056,-0.11477530002593994,0.7975835800170898,0.5182570219039917,-0.04428384453058243,0.7837143540382385,0.37345439195632935,-0.07090097665786743,0.7714461088180542,0.2845754027366638,-0.09419707208871841,0.759463369846344,0.20856046676635742,-0.11185819655656815,0.8473974466323853,0.5391330122947693,-0.05831154063344002,0.8512485027313232,0.40492957830429077,-0.08525092154741287,0.8489426970481873,0.3191103935241699,-0.1023392602801323,0.8437837362289429,0.2421242892742157,-0.11491385847330093,0.893905758857727,0.5825778841972351,-0.07568594068288803,0.9045380353927612,0.48316335678100586,-0.09860462695360184,0.9079767465591431,0.41612428426742554,-0.10626435279846191,0.9075645208358765,0.35319626331329346,-0.11170586943626404
0,0.8254238367080688,0.8372011184692383,4.1150795482280955e-07,0.7430451512336731,0.7799716591835022,-0.03396332263946533,0.674392580986023,0.6979302763938904,-0.057798825204372406,0.6286415457725525,0.628787100315094,-0.07994958758354187,0.5882354974746704,0.5662021636962891,-0.1023179143667221,0.7472195625305176,0.5298733711242676,-0.03361082449555397,0.7130125761032104,0.4126225709915161,-0.06456155329942703,0.6900302767753601,0.3456132709980011,-0.09094870090484619,0.6701985597610474,0.28273412585258484,-0.11030326038599014,0.8000640869140625,0.5165629386901855,-0.04202847182750702,0.786560595035553,0.3721262514591217,-0.06752492487430573,0.774295449256897,0.28366369009017944,-0.0900161936879158,0.7623108625411987,0.20773613452911377,-0.10705073922872543,0.8497067093849182,0.5363733172416687,-0.05571230873465538,0.8534380793571472,0.40346771478652954,-0.0812186524271965,0.8512241244316101,0.3187454342842102,-0.09735753387212753,0.8461467027664185,0.24293643236160278,-0.10933941602706909,0.8960978984832764,0.5789636969566345,-0.07282443344593048,0.906815767288208,0.48026609420776367,-0.09451732039451599,0.9096359610557556,0.4135284423828125,-0.10156694054603577,0.908676266670227,0.3510093688964844,-0.10656848549842834
0,0.8268755674362183,0.8399108052253723,4.2208188233416877e-07,0.7435546517372131,0.7817730903625488,-0.03389521315693855,0.6747288107872009,0.6991543769836426,-0.05788591876626015,0.6295070648193359,0.6292179822921753,-0.08025283366441727,0.5882015824317932,0.5664830207824707,-0.10294697433710098,0.7477617263793945,0.5301379561424255,-0.033063001930713654,0.7129246592521667,0.41280609369277954,-0.06411133706569672,0.6897388100624084,0.34488099813461304,-0.09078552573919296,0.6700717210769653,0.28116559982299805,-0.11038597673177719,0.8009433150291443,0.5167496800422668,-0.041400302201509476,0.7867231369018555,0.37245264649391174,-0.06747505068778992,0.7748318314552307,0.28306251764297485,-0.09045788645744324,0.7634263038635254,0.20602357387542725,-0.10772683471441269,0.8507048487663269,0.5361506938934326,-0.055007364600896835,0.8537145853042603,0.40333250164985657,-0.08106693625450134,0.8518175482749939,0.31825727224349976,-0.09764004498720169,0.8471261262893677,0.24212265014648438,-0.10978232324123383,0.8976043462753296,0.5781410336494446,-0.07200244069099426,0.907906174659729,0.4793722927570343,-0.09385828673839569,0.9103788137435913,0.41341909766197205,-0.10095997899770737,0.9089335799217224,0.3516753911972046,-0.10594096779823303
0,0.8283775448799133,0.837263822555542,4.214991520257172e-07,0.7455734014511108,0.7787904739379883,-0.03513975813984871,0.6780694127082825,0.6961627006530762,-0.05941826477646828,0.6330525875091553,0.6248205900192261,-0.08194279670715332,0.5917572975158691,0.5608132481575012,-0.10452904552221298,0.7510032057762146,0.526945173740387,-0.032274845987558365,0.7167056202888489,0.4100225865840912,-0.0633661150932312,0.6933722496032715,0.343072772026062,-0.09025447815656662,0.6737498044967651,0.2799319624900818,-0.10995452105998993,0.8040931820869446,0.5146915316581726,-0.04010520502924919,0.7903233766555786,0.37063488364219666,-0.06529931724071503,0.7780241966247559,0.28222888708114624,-0.08791466802358627,0.7664758563041687,0.20632165670394897,-0.10512243956327438,0.8539053797721863,0.5348430871963501,-0.053500257432460785,0.8575650453567505,0.4017748236656189,-0.07882864028215408,0.854624330997467,0.31720471382141113,-0.09479812532663345,0.8491932153701782,0.24171215295791626,-0.10671796649694443,0.9007860422134399,0.5777506828308105,-0.0705229640007019,0.9116677045822144,0.4797707796096802,-0.09206084161996841,0.9143303632736206,0.413722425699234,-0.09893735498189926,0.9133422374725342,0.35209763050079346,-0.103816457092762
0,0.8293498754501343,0.8381248712539673,4.185637862974545e-07,0.7470213174819946,0.7801563739776611,-0.035020533949136734,0.6787399053573608,0.696503758430481,-0.059547796845436096,0.6327926516532898,0.625590443611145,-0.08228729665279388,0.5908433794975281,0.5615285038948059,-0.10530175268650055,0.750922679901123,0.5273872017860413,-0.03391498327255249,0.716177225112915,0.4104034900665283,-0.06568397581577301,0.692731499671936,0.3430364727973938,-0.09290231764316559,0.6731611490249634,0.2792882025241852,-0.112889364361763,0.8046987056732178,0.51416015625,-0.04188636317849159,0.7906670570373535,0.37007981538772583,-0.06863991171121597,0.7790400385856628,0.28117671608924866,-0.09211274981498718,0.7680554986000061,0.20454013347625732,-0.10974845290184021,0.8548074960708618,0.533717930316925,-0.05524934083223343,0.8585764765739441,0.4014546275138855,-0.08215701580047607,0.8561745285987854,0.3167486786842346,-0.0992179736495018,0.85103839635849,0.24119752645492554,-0.11157502979040146,0.9017595648765564,0.576056957244873,-0.07205772399902344,0.9123746156692505,0.477845698595047,-0.09478511661291122,0.9145649671554565,0.4122983515262604,-0.10246720910072327,0.9125447869300842,0.3512282073497772,-0.1077410876750946
